FilePath	date_lab_plate	file_name	Date	Lab	Plate	background_mean	background_SD	threshold
/datos/home/paulinapg/tooling_up_systems_bio/ToolingSystemsBiology/RawData/Demengeot/2023-01-24 plate_4.csv	2023-01-24_Demengeot_plate_4	2023-01-24 plate_4	2023-01-24	Demengeot	plate_4	1.637125	0.09669161213436692	1.8305082242687338
/datos/home/paulinapg/tooling_up_systems_bio/ToolingSystemsBiology/RawData/Demengeot/2023-01-24 plate_5.csv	2023-01-24_Demengeot_plate_5	2023-01-24 plate_5	2023-01-24	Demengeot	plate_5	2.4415	0.07056101716144077	2.5826220343228816
/datos/home/paulinapg/tooling_up_systems_bio/ToolingSystemsBiology/RawData/Demengeot/2023-01-24 plate_6.csv	2023-01-24_Demengeot_plate_6	2023-01-24 plate_6	2023-01-24	Demengeot	plate_6	2.530125	0.15205585205067626	2.8342367041013525
/datos/home/paulinapg/tooling_up_systems_bio/ToolingSystemsBiology/RawData/Demengeot/2023-02-14 plate_1.csv	2023-02-14_Demengeot_plate_1	2023-02-14 plate_1	2023-02-14	Demengeot	plate_1	2.6635	0.14221412427342497	2.94792824854685
/datos/home/paulinapg/tooling_up_systems_bio/ToolingSystemsBiology/RawData/Demengeot/2023-02-14 plate_2.csv	2023-02-14_Demengeot_plate_2	2023-02-14 plate_2	2023-02-14	Demengeot	plate_2	1.252	0.06847940253410928	1.3889588050682184
/datos/home/paulinapg/tooling_up_systems_bio/ToolingSystemsBiology/RawData/Demengeot/2023-02-14 plate_3.csv	2023-02-14_Demengeot_plate_3	2023-02-14 plate_3	2023-02-14	Demengeot	plate_3	2.9865	0.24280385970102353	3.472107719402047
/datos/home/paulinapg/tooling_up_systems_bio/ToolingSystemsBiology/RawData/Demengeot/2023-02-14 plate_4.csv	2023-02-14_Demengeot_plate_4	2023-02-14 plate_4	2023-02-14	Demengeot	plate_4	2.21775	0.0760671695655509	2.3698843391311017
/datos/home/paulinapg/tooling_up_systems_bio/ToolingSystemsBiology/RawData/Demengeot/2023-03-05 plate_1.csv	2023-03-05_Demengeot_plate_1	2023-03-05 plate_1	2023-03-05	Demengeot	plate_1	2.482	0.0952950306004612	2.6725900612009226
/datos/home/paulinapg/tooling_up_systems_bio/ToolingSystemsBiology/RawData/Demengeot/2023-03-05 plate_2.csv	2023-03-05_Demengeot_plate_2	2023-03-05 plate_2	2023-03-05	Demengeot	plate_2	2.326375	0.12426922099101731	2.5749134419820345
/datos/home/paulinapg/tooling_up_systems_bio/ToolingSystemsBiology/RawData/Demengeot/2023-03-05 plate_3.csv	2023-03-05_Demengeot_plate_3	2023-03-05 plate_3	2023-03-05	Demengeot	plate_3	2.163375	0.06677026177231046	2.296915523544621
/datos/home/paulinapg/tooling_up_systems_bio/ToolingSystemsBiology/RawData/Demengeot/2023-03-05 plate_4.csv	2023-03-05_Demengeot_plate_4	2023-03-05 plate_4	2023-03-05	Demengeot	plate_4	1.9942499999999999	0.06378031492105198	2.121810629842104
/datos/home/paulinapg/tooling_up_systems_bio/ToolingSystemsBiology/RawData/Demengeot/2023-03-05 plate_5.csv	2023-03-05_Demengeot_plate_5	2023-03-05 plate_5	2023-03-05	Demengeot	plate_5	2.6785	0.0898522596901635	2.858204519380327
/datos/home/paulinapg/tooling_up_systems_bio/ToolingSystemsBiology/RawData/Demengeot/2023-03-05 plate_6.csv	2023-03-05_Demengeot_plate_6	2023-03-05 plate_6	2023-03-05	Demengeot	plate_6	1.80175	0.09922233331549625	2.0001946666309927
/datos/home/paulinapg/tooling_up_systems_bio/ToolingSystemsBiology/RawData/Demengeot/2023-03-05 plate_7.csv	2023-03-05_Demengeot_plate_7	2023-03-05 plate_7	2023-03-05	Demengeot	plate_7	2.10575	0.10550118482747006	2.31675236965494
/datos/home/paulinapg/tooling_up_systems_bio/ToolingSystemsBiology/RawData/Demengeot/2023-03-10 plate_1.csv	2023-03-10_Demengeot_plate_1	2023-03-10 plate_1	2023-03-10	Demengeot	plate_1	1.13025	0.03037738820711407	1.1910047764142282
/datos/home/paulinapg/tooling_up_systems_bio/ToolingSystemsBiology/RawData/Demengeot/2023-03-10 plate_2.csv	2023-03-10_Demengeot_plate_2	2023-03-10 plate_2	2023-03-10	Demengeot	plate_2	1.63825	0.08579169123938686	1.8098333824787738
/datos/home/paulinapg/tooling_up_systems_bio/ToolingSystemsBiology/RawData/Demengeot/2023-03-10 plate_3.csv	2023-03-10_Demengeot_plate_3	2023-03-10 plate_3	2023-03-10	Demengeot	plate_3	1.307875	0.05975052301026325	1.4273760460205265
/datos/home/paulinapg/tooling_up_systems_bio/ToolingSystemsBiology/RawData/Demengeot/2023-03-10 plate_4.csv	2023-03-10_Demengeot_plate_4	2023-03-10 plate_4	2023-03-10	Demengeot	plate_4	2.265375	0.11885277507427885	2.503080550148558
/datos/home/paulinapg/tooling_up_systems_bio/ToolingSystemsBiology/RawData/Demengeot/2023-03-10 plate_5.csv	2023-03-10_Demengeot_plate_5	2023-03-10 plate_5	2023-03-10	Demengeot	plate_5	1.732	0.07999642849170563	1.8919928569834112
/datos/home/paulinapg/tooling_up_systems_bio/ToolingSystemsBiology/RawData/Demengeot/2023-03-11 plate_1.csv	2023-03-11_Demengeot_plate_1	2023-03-11 plate_1	2023-03-11	Demengeot	plate_1	1.891625	0.09322773575651036	2.0780804715130206
/datos/home/paulinapg/tooling_up_systems_bio/ToolingSystemsBiology/RawData/Demengeot/2023-03-11 plate_2.csv	2023-03-11_Demengeot_plate_2	2023-03-11 plate_2	2023-03-11	Demengeot	plate_2	1.001	0.06624629369686601	1.1334925873937318
/datos/home/paulinapg/tooling_up_systems_bio/ToolingSystemsBiology/RawData/Demengeot/2023-03-11 plate_3.csv	2023-03-11_Demengeot_plate_3	2023-03-11 plate_3	2023-03-11	Demengeot	plate_3	2.112125	0.12453735813573609	2.361199716271472
/datos/home/paulinapg/tooling_up_systems_bio/ToolingSystemsBiology/RawData/Demengeot/2023-03-11 plate_4.csv	2023-03-11_Demengeot_plate_4	2023-03-11 plate_4	2023-03-11	Demengeot	plate_4	2.0707500000000003	0.12154217375051346	2.313834347501027
/datos/home/paulinapg/tooling_up_systems_bio/ToolingSystemsBiology/RawData/Demengeot/2023-03-14 plate_1.csv	2023-03-14_Demengeot_plate_1	2023-03-14 plate_1	2023-03-14	Demengeot	plate_1	2.554875	0.1360183154683852	2.8269116309367703
/datos/home/paulinapg/tooling_up_systems_bio/ToolingSystemsBiology/RawData/Demengeot/2023-03-14 plate_2.csv	2023-03-14_Demengeot_plate_2	2023-03-14 plate_2	2023-03-14	Demengeot	plate_2	2.327125	0.13770303192014327	2.6025310638402868
/datos/home/paulinapg/tooling_up_systems_bio/ToolingSystemsBiology/RawData/Demengeot/2023-03-14 plate_3.csv	2023-03-14_Demengeot_plate_3	2023-03-14 plate_3	2023-03-14	Demengeot	plate_3	1.68925	0.13213169837054886	1.9535133967410976
/datos/home/paulinapg/tooling_up_systems_bio/ToolingSystemsBiology/RawData/Demengeot/2023-03-14 plate_4.csv	2023-03-14_Demengeot_plate_4	2023-03-14 plate_4	2023-03-14	Demengeot	plate_4	1.9368750000000001	0.10389752850078506	2.14467005700157
/datos/home/paulinapg/tooling_up_systems_bio/ToolingSystemsBiology/RawData/Demengeot/2023-03-14 plate_5.csv	2023-03-14_Demengeot_plate_5	2023-03-14 plate_5	2023-03-14	Demengeot	plate_5	1.728875	0.07262317123342936	1.8741213424668586
/datos/home/paulinapg/tooling_up_systems_bio/ToolingSystemsBiology/RawData/Demengeot/2023-03-14 plate_6.csv	2023-03-14_Demengeot_plate_6	2023-03-14 plate_6	2023-03-14	Demengeot	plate_6	1.4833749999999999	0.0787454080293847	1.6408658160587692
/datos/home/paulinapg/tooling_up_systems_bio/ToolingSystemsBiology/RawData/Demengeot/2023-03-14 plate_7.csv	2023-03-14_Demengeot_plate_7	2023-03-14 plate_7	2023-03-14	Demengeot	plate_7	1.830125	0.0869341910379833	2.0039933820759668
/datos/home/paulinapg/tooling_up_systems_bio/ToolingSystemsBiology/RawData/Demengeot/2023-03-14 plate_8.csv	2023-03-14_Demengeot_plate_8	2023-03-14 plate_8	2023-03-14	Demengeot	plate_8	1.2575	0.07422937423958256	1.4059587484791651
/datos/home/paulinapg/tooling_up_systems_bio/ToolingSystemsBiology/RawData/Demengeot/2023-03-15 plate_1.csv	2023-03-15_Demengeot_plate_1	2023-03-15 plate_1	2023-03-15	Demengeot	plate_1	2.006625	0.08490488375655605	2.176434767513112
/datos/home/paulinapg/tooling_up_systems_bio/ToolingSystemsBiology/RawData/Demengeot/2023-03-15 plate_2.csv	2023-03-15_Demengeot_plate_2	2023-03-15 plate_2	2023-03-15	Demengeot	plate_2	1.895375	0.07503701467561574	2.0454490293512313
/datos/home/paulinapg/tooling_up_systems_bio/ToolingSystemsBiology/RawData/Demengeot/2023-03-15 plate_3.csv	2023-03-15_Demengeot_plate_3	2023-03-15 plate_3	2023-03-15	Demengeot	plate_3	1.07075	0.06393691086867252	1.198623821737345
/datos/home/paulinapg/tooling_up_systems_bio/ToolingSystemsBiology/RawData/Demengeot/2023-03-15 plate_4.csv	2023-03-15_Demengeot_plate_4	2023-03-15 plate_4	2023-03-15	Demengeot	plate_4	2.07475	0.13515573028388922	2.3450614605677784
/datos/home/paulinapg/tooling_up_systems_bio/ToolingSystemsBiology/RawData/Demengeot/2023-03-15 plate_5.csv	2023-03-15_Demengeot_plate_5	2023-03-15 plate_5	2023-03-15	Demengeot	plate_5	2.2275	0.06793484273289256	2.363369685465785
/datos/home/paulinapg/tooling_up_systems_bio/ToolingSystemsBiology/RawData/Demengeot/2023-03-31 plate_1.csv	2023-03-31_Demengeot_plate_1	2023-03-31 plate_1	2023-03-31	Demengeot	plate_1	1.729625	0.1071553445104016	1.9439356890208033
/datos/home/paulinapg/tooling_up_systems_bio/ToolingSystemsBiology/RawData/Demengeot/2023-03-31 plate_2.csv	2023-03-31_Demengeot_plate_2	2023-03-31 plate_2	2023-03-31	Demengeot	plate_2	2.495625	0.10011555823147578	2.6958561164629513
/datos/home/paulinapg/tooling_up_systems_bio/ToolingSystemsBiology/RawData/Demengeot/2023-03-31 plate_3.csv	2023-03-31_Demengeot_plate_3	2023-03-31 plate_3	2023-03-31	Demengeot	plate_3	1.749875	0.07733126793218899	1.9045375358643781
/datos/home/paulinapg/tooling_up_systems_bio/ToolingSystemsBiology/RawData/Demengeot/2023-03-31 plate_4.csv	2023-03-31_Demengeot_plate_4	2023-03-31 plate_4	2023-03-31	Demengeot	plate_4	2.4515000000000002	0.11818508486993726	2.687870169739875
/datos/home/paulinapg/tooling_up_systems_bio/ToolingSystemsBiology/RawData/Demengeot/2023-03-31 plate_5.csv	2023-03-31_Demengeot_plate_5	2023-03-31 plate_5	2023-03-31	Demengeot	plate_5	2.264625	0.07132007831900194	2.407265156638004
/datos/home/paulinapg/tooling_up_systems_bio/ToolingSystemsBiology/RawData/Demengeot/2023-04-03 plate_1.csv	2023-04-03_Demengeot_plate_1	2023-04-03 plate_1	2023-04-03	Demengeot	plate_1	1.364875	0.05146826345290019	1.4678115269058005
/datos/home/paulinapg/tooling_up_systems_bio/ToolingSystemsBiology/RawData/Demengeot/2023-04-03 plate_2.csv	2023-04-03_Demengeot_plate_2	2023-04-03 plate_2	2023-04-03	Demengeot	plate_2	2.194375	0.13400419769544536	2.4623833953908907
/datos/home/paulinapg/tooling_up_systems_bio/ToolingSystemsBiology/RawData/Demengeot/2023-04-03 plate_3.csv	2023-04-03_Demengeot_plate_3	2023-04-03 plate_3	2023-04-03	Demengeot	plate_3	2.333125	0.14837254029733987	2.6298700805946797
/datos/home/paulinapg/tooling_up_systems_bio/ToolingSystemsBiology/RawData/Demengeot/2023-04-03 plate_4.csv	2023-04-03_Demengeot_plate_4	2023-04-03 plate_4	2023-04-03	Demengeot	plate_4	2.273	0.06720119046564578	2.4074023809312917
/datos/home/paulinapg/tooling_up_systems_bio/ToolingSystemsBiology/RawData/Demengeot/2023-04-03 plate_5.csv	2023-04-03_Demengeot_plate_5	2023-04-03 plate_5	2023-04-03	Demengeot	plate_5	2.154375	0.11023084543681184	2.374836690873624
/datos/home/paulinapg/tooling_up_systems_bio/ToolingSystemsBiology/RawData/Demengeot/2023-04-03 plate_6.csv	2023-04-03_Demengeot_plate_6	2023-04-03 plate_6	2023-04-03	Demengeot	plate_6	2.2523750000000002	0.07592842023906468	2.4042318404781295
/datos/home/paulinapg/tooling_up_systems_bio/ToolingSystemsBiology/RawData/Demengeot/2023-04-03 plate_7.csv	2023-04-03_Demengeot_plate_7	2023-04-03 plate_7	2023-04-03	Demengeot	plate_7	2.0275	0.1267190367928761	2.280938073585752
/datos/home/paulinapg/tooling_up_systems_bio/ToolingSystemsBiology/RawData/Demengeot/2023-04-03 plate_8.csv	2023-04-03_Demengeot_plate_8	2023-04-03 plate_8	2023-04-03	Demengeot	plate_8	1.846	0.08432589841120662	2.014651796822413
/datos/home/paulinapg/tooling_up_systems_bio/ToolingSystemsBiology/RawData/Demengeot/2023-04-10 plate_1.csv	2023-04-10_Demengeot_plate_1	2023-04-10 plate_1	2023-04-10	Demengeot	plate_1	2.010625	0.07161790977122974	2.1538608195424596
/datos/home/paulinapg/tooling_up_systems_bio/ToolingSystemsBiology/RawData/Demengeot/2023-04-10 plate_2.csv	2023-04-10_Demengeot_plate_2	2023-04-10 plate_2	2023-04-10	Demengeot	plate_2	2.015125	0.10330597756180418	2.221736955123608
/datos/home/paulinapg/tooling_up_systems_bio/ToolingSystemsBiology/RawData/Demengeot/2023-04-10 plate_3.csv	2023-04-10_Demengeot_plate_3	2023-04-10 plate_3	2023-04-10	Demengeot	plate_3	2.029875	0.13431778682342432	2.2985105736468485
/datos/home/paulinapg/tooling_up_systems_bio/ToolingSystemsBiology/RawData/Demengeot/2023-04-10 plate_4.csv	2023-04-10_Demengeot_plate_4	2023-04-10 plate_4	2023-04-10	Demengeot	plate_4	2.360125	0.15722544096206026	2.6745758819241203
/datos/home/paulinapg/tooling_up_systems_bio/ToolingSystemsBiology/RawData/Demengeot/2023-04-10 plate_5.csv	2023-04-10_Demengeot_plate_5	2023-04-10 plate_5	2023-04-10	Demengeot	plate_5	1.941375	0.06718830149023608	2.075751602980472
/datos/home/paulinapg/tooling_up_systems_bio/ToolingSystemsBiology/RawData/Demengeot/2023-04-10 plate_6.csv	2023-04-10_Demengeot_plate_6	2023-04-10 plate_6	2023-04-10	Demengeot	plate_6	1.72525	0.06164356066474887	1.8485371213294977
/datos/home/paulinapg/tooling_up_systems_bio/ToolingSystemsBiology/RawData/Demengeot/2023-04-10 plate_7.csv	2023-04-10_Demengeot_plate_7	2023-04-10 plate_7	2023-04-10	Demengeot	plate_7	2.588375	0.16293463851671142	2.914244277033423
/datos/home/paulinapg/tooling_up_systems_bio/ToolingSystemsBiology/RawData/Demengeot/2023-04-10 plate_8.csv	2023-04-10_Demengeot_plate_8	2023-04-10 plate_8	2023-04-10	Demengeot	plate_8	2.133125	0.10380674007844709	2.3407384801568942
/datos/home/paulinapg/tooling_up_systems_bio/ToolingSystemsBiology/RawData/Demengeot/2023-04-15 plate_1.csv	2023-04-15_Demengeot_plate_1	2023-04-15 plate_1	2023-04-15	Demengeot	plate_1	1.7573750000000001	0.05765150846744107	1.8726780169348822
/datos/home/paulinapg/tooling_up_systems_bio/ToolingSystemsBiology/RawData/Demengeot/2023-04-15 plate_2.csv	2023-04-15_Demengeot_plate_2	2023-04-15 plate_2	2023-04-15	Demengeot	plate_2	1.681875	0.08651414004988682	1.8549032800997736
/datos/home/paulinapg/tooling_up_systems_bio/ToolingSystemsBiology/RawData/Demengeot/2023-04-15 plate_3.csv	2023-04-15_Demengeot_plate_3	2023-04-15 plate_3	2023-04-15	Demengeot	plate_3	2.227125	0.06611772509266005	2.3593604501853203
/datos/home/paulinapg/tooling_up_systems_bio/ToolingSystemsBiology/RawData/Demengeot/2023-04-15 plate_4.csv	2023-04-15_Demengeot_plate_4	2023-04-15 plate_4	2023-04-15	Demengeot	plate_4	1.669375	0.05324589186031164	1.7758667837206232
/datos/home/paulinapg/tooling_up_systems_bio/ToolingSystemsBiology/RawData/Demengeot/2023-04-15 plate_5.csv	2023-04-15_Demengeot_plate_5	2023-04-15 plate_5	2023-04-15	Demengeot	plate_5	1.735125	0.0804601720462633	1.8960453440925267
/datos/home/paulinapg/tooling_up_systems_bio/ToolingSystemsBiology/RawData/Demengeot/2023-04-15 plate_6.csv	2023-04-15_Demengeot_plate_6	2023-04-15 plate_6	2023-04-15	Demengeot	plate_6	1.883875	0.0753438546171579	2.034562709234316
/datos/home/paulinapg/tooling_up_systems_bio/ToolingSystemsBiology/RawData/Demengeot/2023-04-20 plate_1.csv	2023-04-20_Demengeot_plate_1	2023-04-20 plate_1	2023-04-20	Demengeot	plate_1	2.31075	0.13154548371462352	2.573840967429247
/datos/home/paulinapg/tooling_up_systems_bio/ToolingSystemsBiology/RawData/Demengeot/2023-04-20 plate_2.csv	2023-04-20_Demengeot_plate_2	2023-04-20 plate_2	2023-04-20	Demengeot	plate_2	2.2865	0.08533798350424873	2.4571759670084976
/datos/home/paulinapg/tooling_up_systems_bio/ToolingSystemsBiology/RawData/Demengeot/2023-04-20 plate_3.csv	2023-04-20_Demengeot_plate_3	2023-04-20 plate_3	2023-04-20	Demengeot	plate_3	2.3217499999999998	0.11894986939283035	2.5596497387856605
/datos/home/paulinapg/tooling_up_systems_bio/ToolingSystemsBiology/RawData/Demengeot/2023-04-20 plate_4.csv	2023-04-20_Demengeot_plate_4	2023-04-20 plate_4	2023-04-20	Demengeot	plate_4	1.8343749999999999	0.13638803623694942	2.107151072473899
/datos/home/paulinapg/tooling_up_systems_bio/ToolingSystemsBiology/RawData/Demengeot/2023-04-20 plate_5.csv	2023-04-20_Demengeot_plate_5	2023-04-20 plate_5	2023-04-20	Demengeot	plate_5	2.28475	0.12547367396048803	2.535697347920976
/datos/home/paulinapg/tooling_up_systems_bio/ToolingSystemsBiology/RawData/Demengeot/2023-04-23 plate_1.csv	2023-04-23_Demengeot_plate_1	2023-04-23 plate_1	2023-04-23	Demengeot	plate_1	1.787	0.10291189019183908	1.9928237803836781
/datos/home/paulinapg/tooling_up_systems_bio/ToolingSystemsBiology/RawData/Demengeot/2023-04-23 plate_2.csv	2023-04-23_Demengeot_plate_2	2023-04-23 plate_2	2023-04-23	Demengeot	plate_2	2.249875	0.07256019668425069	2.394995393368501
/datos/home/paulinapg/tooling_up_systems_bio/ToolingSystemsBiology/RawData/Demengeot/2023-04-23 plate_3.csv	2023-04-23_Demengeot_plate_3	2023-04-23 plate_3	2023-04-23	Demengeot	plate_3	1.93125	0.08688868083440363	2.105027361668807
/datos/home/paulinapg/tooling_up_systems_bio/ToolingSystemsBiology/RawData/Demengeot/2023-04-23 plate_4.csv	2023-04-23_Demengeot_plate_4	2023-04-23 plate_4	2023-04-23	Demengeot	plate_4	2.3329999999999997	0.11008438321838127	2.5531687664367624
/datos/home/paulinapg/tooling_up_systems_bio/ToolingSystemsBiology/RawData/Demengeot/2023-04-23 plate_5.csv	2023-04-23_Demengeot_plate_5	2023-04-23 plate_5	2023-04-23	Demengeot	plate_5	2.155125	0.14152580531983758	2.438176610639675
/datos/home/paulinapg/tooling_up_systems_bio/ToolingSystemsBiology/RawData/Demengeot/2023-04-23 plate_6.csv	2023-04-23_Demengeot_plate_6	2023-04-23 plate_6	2023-04-23	Demengeot	plate_6	2.0735	0.13358999107075994	2.34067998214152
/datos/home/paulinapg/tooling_up_systems_bio/ToolingSystemsBiology/RawData/Demengeot/2023-04-25 plate_1.csv	2023-04-25_Demengeot_plate_1	2023-04-25 plate_1	2023-04-25	Demengeot	plate_1	2.041625	0.09098027651247116	2.223585553024942
/datos/home/paulinapg/tooling_up_systems_bio/ToolingSystemsBiology/RawData/Demengeot/2023-04-25 plate_2.csv	2023-04-25_Demengeot_plate_2	2023-04-25 plate_2	2023-04-25	Demengeot	plate_2	1.909	0.060832322235563396	2.030664644471127
/datos/home/paulinapg/tooling_up_systems_bio/ToolingSystemsBiology/RawData/Demengeot/2023-04-25 plate_3.csv	2023-04-25_Demengeot_plate_3	2023-04-25 plate_3	2023-04-25	Demengeot	plate_3	2.0445	0.06762712896041483	2.17975425792083
/datos/home/paulinapg/tooling_up_systems_bio/ToolingSystemsBiology/RawData/Demengeot/2023-04-25 plate_4.csv	2023-04-25_Demengeot_plate_4	2023-04-25 plate_4	2023-04-25	Demengeot	plate_4	2.203625	0.07753697274756825	2.358698945495137
/datos/home/paulinapg/tooling_up_systems_bio/ToolingSystemsBiology/RawData/Demengeot/2023-04-29 plate_1.csv	2023-04-29_Demengeot_plate_1	2023-04-29 plate_1	2023-04-29	Demengeot	plate_1	2.178875	0.06415258039571414	2.3071801607914284
/datos/home/paulinapg/tooling_up_systems_bio/ToolingSystemsBiology/RawData/Demengeot/2023-04-29 plate_2.csv	2023-04-29_Demengeot_plate_2	2023-04-29 plate_2	2023-04-29	Demengeot	plate_2	2.355375	0.1328908655358115	2.621156731071623
/datos/home/paulinapg/tooling_up_systems_bio/ToolingSystemsBiology/RawData/Demengeot/2023-04-29 plate_3.csv	2023-04-29_Demengeot_plate_3	2023-04-29 plate_3	2023-04-29	Demengeot	plate_3	1.407875	0.06321717103988214	1.5343093420797642
/datos/home/paulinapg/tooling_up_systems_bio/ToolingSystemsBiology/RawData/Demengeot/2023-04-29 plate_4.csv	2023-04-29_Demengeot_plate_4	2023-04-29 plate_4	2023-04-29	Demengeot	plate_4	1.310875	0.08049389950265089	1.4718627990053017
/datos/home/paulinapg/tooling_up_systems_bio/ToolingSystemsBiology/RawData/Demengeot/2023-04-29 plate_5.csv	2023-04-29_Demengeot_plate_5	2023-04-29 plate_5	2023-04-29	Demengeot	plate_5	1.855875	0.10474382013819651	2.065362640276393
/datos/home/paulinapg/tooling_up_systems_bio/ToolingSystemsBiology/RawData/Demengeot/2023-04-29 plate_6.csv	2023-04-29_Demengeot_plate_6	2023-04-29 plate_6	2023-04-29	Demengeot	plate_6	2.441375	0.09464963587583719	2.6306742717516745
/datos/home/paulinapg/tooling_up_systems_bio/ToolingSystemsBiology/RawData/Demengeot/2023-04-29 plate_7.csv	2023-04-29_Demengeot_plate_7	2023-04-29 plate_7	2023-04-29	Demengeot	plate_7	1.42775	0.0998953023348517	1.6275406046697034
/datos/home/paulinapg/tooling_up_systems_bio/ToolingSystemsBiology/RawData/Demengeot/2023-05-03 plate_1.csv	2023-05-03_Demengeot_plate_1	2023-05-03 plate_1	2023-05-03	Demengeot	plate_1	2.201875	0.11151737532779364	2.424909750655587
/datos/home/paulinapg/tooling_up_systems_bio/ToolingSystemsBiology/RawData/Demengeot/2023-05-03 plate_2.csv	2023-05-03_Demengeot_plate_2	2023-05-03 plate_2	2023-05-03	Demengeot	plate_2	1.70275	0.09675263008606755	1.896255260172135
/datos/home/paulinapg/tooling_up_systems_bio/ToolingSystemsBiology/RawData/Demengeot/2023-05-03 plate_3.csv	2023-05-03_Demengeot_plate_3	2023-05-03 plate_3	2023-05-03	Demengeot	plate_3	1.8075	0.035022441784824616	1.8775448835696493
/datos/home/paulinapg/tooling_up_systems_bio/ToolingSystemsBiology/RawData/Demengeot/2023-05-03 plate_4.csv	2023-05-03_Demengeot_plate_4	2023-05-03 plate_4	2023-05-03	Demengeot	plate_4	2.151875	0.13157554864031537	2.415026097280631
/datos/home/paulinapg/tooling_up_systems_bio/ToolingSystemsBiology/RawData/Demengeot/2023-05-03 plate_5.csv	2023-05-03_Demengeot_plate_5	2023-05-03 plate_5	2023-05-03	Demengeot	plate_5	1.807125	0.09482832232137038	1.9967816446427409
/datos/home/paulinapg/tooling_up_systems_bio/ToolingSystemsBiology/RawData/Demengeot/2023-05-16 plate_1.csv	2023-05-16_Demengeot_plate_1	2023-05-16 plate_1	2023-05-16	Demengeot	plate_1	2.5975	0.12644931226158795	2.850398624523176
